Total_Price,Unit_Price,Quantity,Product,Discount,Cluster,Category
234.36,3.72,70,Cranberry Juice,0.1,0,Juices
29.4,2.45,12,Rauch Multivitamin,0.0,0,Juices
2763.21,59.36,49,Veuve Clicquot,0.05,1,Alcoholic Beverages
63.18,1.8,39,Kölsch,0.1,0,Alcoholic Beverages
98.21,2.48,44,Passion Fruit Juice,0.1,0,Juices
0.96,0.96,1,Apollinaris,0.0,0,Water
43.03,3.31,13,Mango Juice,0.0,0,Juices
209.48,22.05,10,Johnnie Walker,0.05,0,Alcoholic Beverages
80.35,0.93,96,Vittel,0.1,0,Water
97.13,8.83,11,Sauvignon Blanc,0.0,0,Alcoholic Beverages
177.33,3.23,61,Rockstar,0.1,0,Soft Drinks
22.75,1.75,13,Hohes C Orange,0.0,0,Juices
133.48,2.81,50,Rauch Multivitamin,0.05,0,Juices
6.1,0.61,10,Mezzo Mix,0.0,0,Soft Drinks
161.35,2.16,83,Hohes C Orange,0.1,0,Juices
22.02,3.67,6,Cranberry Juice,0.0,0,Juices
6.51,0.93,7,Mountain Dew,0.0,0,Soft Drinks
13.52,1.04,13,Gerolsteiner,0.0,0,Water
23.85,1.59,15,Krombacher,0.0,0,Alcoholic Beverages
966.89,20.66,52,Jack Daniels,0.1,2,Alcoholic Beverages
13.86,2.33,7,Granini Apple,0.15,0,Juices
110.25,1.75,70,Red Bull,0.1,0,Soft Drinks
17.66,8.83,2,Sauvignon Blanc,0.0,0,Alcoholic Beverages
11.27,1.61,7,Vio Wasser,0.0,0,Water
65.03,0.85,85,Volvic,0.1,0,Water
7.44,0.87,9,Selters,0.05,0,Water
109.73,1.27,96,Fanta,0.1,0,Soft Drinks
4.95,0.99,5,Mountain Dew,0.0,0,Soft Drinks
17.29,1.33,13,Beck's,0.0,0,Alcoholic Beverages
185.85,3.5,59,Cranberry Juice,0.1,0,Juices
10.8,1.2,9,Schwip Schwap,0.0,0,Soft Drinks
8.97,0.59,16,Schwip Schwap,0.05,0,Soft Drinks
120.89,1.46,92,Sprite,0.1,0,Soft Drinks
13.77,1.53,9,Pepsi,0.0,0,Soft Drinks
16.16,0.63,27,San Pellegrino,0.05,0,Water
36.63,4.07,9,Riesling,0.0,0,Alcoholic Beverages
24.42,2.22,11,Red Bull,0.0,0,Soft Drinks
36.24,3.02,12,Passion Fruit Juice,0.0,0,Juices
231.01,2.76,93,Fritz-Kola,0.1,0,Soft Drinks
27.44,3.43,8,Tomato Juice,0.0,0,Juices
92.65,5.45,20,Merlot,0.15,0,Alcoholic Beverages
6.9,1.38,5,Volvic Touch,0.0,0,Water
4.24,0.53,8,Sprite,0.0,0,Soft Drinks
3490.03,43.68,94,Tanqueray,0.15,1,Alcoholic Beverages
11.57,0.89,13,San Pellegrino,0.0,0,Water
33.22,3.02,11,Passion Fruit Juice,0.0,0,Juices
6.16,0.56,11,Sprite,0.0,0,Soft Drinks
3.6,1.8,2,Hohes C Orange,0.0,0,Juices
4.11,0.69,7,Mezzo Mix,0.15,0,Soft Drinks
1.72,0.86,2,San Pellegrino,0.0,0,Water
8.85,0.59,15,Mezzo Mix,0.0,0,Soft Drinks
8.4,0.56,15,Vittel,0.0,0,Water
16.7,0.53,35,Apollinaris,0.1,0,Water
1.65,0.55,3,Sprite,0.0,0,Soft Drinks
11.07,1.23,9,Evian,0.0,0,Water
1262.44,31.64,42,Moët & Chandon,0.05,2,Alcoholic Beverages
7.92,0.99,8,Mountain Dew,0.0,0,Soft Drinks
14.24,3.56,4,Cranberry Juice,0.0,0,Juices
12.3,2.05,6,Fritz-Kola,0.0,0,Soft Drinks
7.7,1.54,5,Krombacher,0.0,0,Alcoholic Beverages
35.62,0.75,50,Apollinaris,0.05,0,Water
211.9,3.27,72,Passion Fruit Juice,0.1,0,Juices
7.14,2.38,3,Rauch Multivitamin,0.0,0,Juices
9.69,3.23,3,Tomato Juice,0.0,0,Juices
3.21,3.21,1,Mango Juice,0.0,0,Juices
3.76,1.88,2,Jever,0.0,0,Alcoholic Beverages
36.1,0.95,40,Apollinaris,0.05,0,Water
9.8,2.45,4,Rauch Multivitamin,0.0,0,Juices
21.3,1.42,15,Volvic Touch,0.0,0,Water
224.1,2.49,100,Rauch Multivitamin,0.1,0,Juices
98.65,25.96,4,Jack Daniels,0.05,0,Alcoholic Beverages
31.05,0.86,38,Mountain Dew,0.05,0,Soft Drinks
41.02,2.93,14,Passion Fruit Juice,0.0,0,Juices
1.74,0.58,3,Volvic,0.0,0,Water
8.55,0.57,15,Volvic,0.0,0,Water
115.83,1.3,99,Granini Apple,0.1,0,Juices
35.53,3.23,11,Tomato Juice,0.0,0,Juices
34.88,1.08,38,Mezzo Mix,0.15,0,Soft Drinks
40.25,8.05,5,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
14.28,1.19,12,Fanta,0.0,0,Soft Drinks
88.55,8.05,11,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
25.68,3.21,8,Monster,0.0,0,Soft Drinks
10.23,0.93,11,Apollinaris,0.0,0,Water
79.66,1.95,43,Rauch Multivitamin,0.05,0,Juices
37.73,3.43,11,Tomato Juice,0.0,0,Juices
28.22,0.55,54,Selters,0.05,0,Water
4.1,2.05,2,Fritz-Kola,0.0,0,Soft Drinks
6.24,3.12,2,Monster,0.0,0,Soft Drinks
8.82,1.26,7,Evian,0.0,0,Water
102.48,8.54,12,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
35.91,1.05,36,Warsteiner,0.05,0,Alcoholic Beverages
48.03,0.64,79,Vittel,0.05,0,Water
15.18,1.38,11,Volvic Touch,0.0,0,Water
2.85,0.57,5,Volvic,0.0,0,Water
2907.0,38.0,85,Jack Daniels,0.1,1,Alcoholic Beverages
2.97,0.99,3,Apollinaris,0.0,0,Water
8.26,0.59,14,Mezzo Mix,0.0,0,Soft Drinks
10.68,3.56,3,Cranberry Juice,0.0,0,Juices
14.98,1.07,14,Coca-Cola,0.0,0,Soft Drinks
26.95,2.45,11,Rauch Multivitamin,0.0,0,Juices
1.69,1.69,1,Granini Apple,0.0,0,Juices
13.3,0.4,35,Selters,0.05,0,Water
0.49,0.49,1,Selters,0.0,0,Water
4.1,2.05,2,Fritz-Kola,0.0,0,Soft Drinks
12.74,0.91,14,San Pellegrino,0.0,0,Water
188.16,3.03,69,Tomato Juice,0.1,0,Juices
10.14,1.69,6,Granini Apple,0.0,0,Juices
3087.45,68.61,50,Veuve Clicquot,0.1,1,Alcoholic Beverages
49.95,3.33,15,Tomato Juice,0.0,0,Juices
159.7,2.73,65,Cranberry Juice,0.1,0,Juices
28.73,2.21,13,Rockstar,0.0,0,Soft Drinks
6.15,1.23,5,Evian,0.0,0,Water
14.24,3.56,4,Cranberry Juice,0.0,0,Juices
13.34,0.57,26,Fanta,0.1,0,Soft Drinks
402.0,50.25,8,Jack Daniels,0.0,0,Alcoholic Beverages
147.8,2.76,63,Fritz-Kola,0.15,0,Soft Drinks
16.8,1.2,14,Schwip Schwap,0.0,0,Soft Drinks
51.42,8.57,6,Sauvignon Blanc,0.0,0,Alcoholic Beverages
19.49,0.76,27,Coca-Cola,0.05,0,Soft Drinks
15.55,3.11,5,Passion Fruit Juice,0.0,0,Juices
24.42,4.07,6,Riesling,0.0,0,Alcoholic Beverages
141.31,5.95,25,Rotkäppchen Sekt,0.05,0,Alcoholic Beverages
13.84,3.46,4,Cranberry Juice,0.0,0,Juices
3.42,1.71,2,Vio Wasser,0.0,0,Water
40.56,3.12,13,Mango Juice,0.0,0,Juices
32.04,3.56,9,Cranberry Juice,0.0,0,Juices
48.45,3.23,15,Tomato Juice,0.0,0,Juices
42.28,3.02,14,Passion Fruit Juice,0.0,0,Juices
8.05,8.05,1,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
19.75,2.31,9,Monster,0.05,0,Soft Drinks
1.05,1.05,1,Warsteiner,0.0,0,Alcoholic Beverages
6.11,0.47,13,Selters,0.0,0,Water
161.57,2.16,88,Granini Apple,0.15,0,Juices
18.72,3.12,6,Mango Juice,0.0,0,Juices
77.27,1.59,54,Volvic Touch,0.1,0,Water
4.64,0.58,8,Vittel,0.0,0,Water
168.4,2.31,81,Vio Wasser,0.1,0,Water
212.8,2.57,92,Granini Apple,0.1,0,Juices
16.1,1.61,10,Vio Wasser,0.0,0,Water
193.12,2.84,80,Fritz-Kola,0.15,0,Soft Drinks
1012.14,112.46,9,Veuve Clicquot,0.0,2,Alcoholic Beverages
31.2,3.12,10,Mango Juice,0.0,0,Juices
90.4,1.08,93,Mountain Dew,0.1,0,Soft Drinks
244.8,3.84,75,Mango Juice,0.15,0,Juices
3.02,3.02,1,Passion Fruit Juice,0.0,0,Juices
29.3,2.93,10,Passion Fruit Juice,0.0,0,Juices
180.65,3.86,52,Rotkäppchen Sekt,0.1,0,Alcoholic Beverages
10.89,0.99,11,Apollinaris,0.0,0,Water
0.93,0.93,1,Apollinaris,0.0,0,Water
4.16,1.04,4,Gerolsteiner,0.0,0,Water
82.69,1.52,64,Hohes C Orange,0.15,0,Juices
5.07,1.69,3,Granini Apple,0.0,0,Juices
27.99,3.11,9,Passion Fruit Juice,0.0,0,Juices
90.9,9.09,10,Sauvignon Blanc,0.0,0,Alcoholic Beverages
683.06,48.79,14,Jack Daniels,0.0,2,Alcoholic Beverages
124.74,2.1,66,Club Mate,0.1,0,Soft Drinks
57.04,14.26,4,Bacardi,0.0,0,Alcoholic Beverages
37.55,0.67,59,Gerolsteiner,0.05,0,Water
38.88,12.96,3,Havana Club,0.0,0,Alcoholic Beverages
3.56,3.56,1,Cranberry Juice,0.0,0,Juices
1390.85,20.07,77,Johnnie Walker,0.1,2,Alcoholic Beverages
34.3,3.43,10,Tomato Juice,0.0,0,Juices
154.55,2.12,81,Jever,0.1,0,Alcoholic Beverages
116.64,12.96,9,Havana Club,0.0,0,Alcoholic Beverages
8.37,0.93,9,Mountain Dew,0.0,0,Soft Drinks
33.1,3.31,10,Mango Juice,0.0,0,Juices
23.81,2.94,9,Mango Juice,0.1,0,Juices
49.5,2.2,25,Monster,0.1,0,Soft Drinks
15.92,1.99,8,Fritz-Kola,0.0,0,Soft Drinks
31.64,0.9,37,Evian,0.05,0,Water
9.28,1.16,8,Fanta,0.0,0,Soft Drinks
19.71,2.19,9,Club Mate,0.0,0,Soft Drinks
86.32,1.54,59,Jever,0.05,0,Alcoholic Beverages
8.01,0.89,9,San Pellegrino,0.0,0,Water
8.72,1.09,8,Augustiner,0.0,0,Alcoholic Beverages
211.06,17.09,13,Bacardi,0.05,0,Alcoholic Beverages
6.46,3.23,2,Tomato Juice,0.0,0,Juices
757.21,36.23,22,Havana Club,0.05,2,Alcoholic Beverages
14.22,1.58,9,Pepsi,0.0,0,Soft Drinks
7.62,0.56,16,Volvic,0.15,0,Water
3.48,1.16,3,Fanta,0.0,0,Soft Drinks
214.27,3.47,65,Cranberry Juice,0.05,0,Juices
42.28,3.02,14,Passion Fruit Juice,0.0,0,Juices
20.79,2.31,9,Rauch Multivitamin,0.0,0,Juices
36.83,3.72,11,Mango Juice,0.1,0,Juices
1166.11,106.01,11,Veuve Clicquot,0.0,2,Alcoholic Beverages
63.96,1.03,69,Gerolsteiner,0.1,0,Water
14.98,1.07,14,Gerolsteiner,0.0,0,Water
273.97,4.17,73,Monster,0.1,0,Soft Drinks
17.49,1.59,11,Krombacher,0.0,0,Alcoholic Beverages
56.16,4.32,13,Riesling,0.0,0,Alcoholic Beverages
123.02,5.18,25,Sauvignon Blanc,0.05,0,Alcoholic Beverages
7.9,1.58,5,Pepsi,0.0,0,Soft Drinks
11.2,2.24,5,Erdinger Weißbier,0.0,0,Alcoholic Beverages
9.84,1.23,8,Fanta,0.0,0,Soft Drinks
15.6,1.04,15,Gerolsteiner,0.0,0,Water
13.97,1.27,11,Schwip Schwap,0.0,0,Soft Drinks
46.09,4.19,11,Riesling,0.0,0,Alcoholic Beverages
11.68,1.46,8,Volvic Touch,0.0,0,Water
10.8,1.8,6,Hohes C Orange,0.0,0,Juices
21.97,1.69,13,Granini Apple,0.0,0,Juices
85.56,14.26,6,Bacardi,0.0,0,Alcoholic Beverages
5.76,0.96,6,Apollinaris,0.0,0,Water
3.69,1.23,3,Fanta,0.0,0,Soft Drinks
9.3,0.93,10,Mountain Dew,0.0,0,Soft Drinks
5.86,2.93,2,Passion Fruit Juice,0.0,0,Juices
9.02,0.73,13,Sprite,0.05,0,Soft Drinks
3.08,0.36,9,Apollinaris,0.05,0,Water
112.61,1.36,92,Sprite,0.1,0,Soft Drinks
110.92,1.58,78,Vio Wasser,0.1,0,Water
1.01,1.01,1,Gerolsteiner,0.0,0,Water
49.28,1.33,39,Evian,0.05,0,Water
6.89,0.53,13,Sprite,0.0,0,Soft Drinks
4.45,0.89,5,San Pellegrino,0.0,0,Water
2.94,0.49,6,Selters,0.0,0,Water
1.64,1.64,1,Pepsi,0.0,0,Soft Drinks
19.8,1.8,11,Hohes C Orange,0.0,0,Juices
3.27,1.09,3,Augustiner,0.0,0,Alcoholic Beverages
48.8,4.88,10,Chardonnay,0.0,0,Alcoholic Beverages
31.1,3.11,10,Passion Fruit Juice,0.0,0,Juices
88.54,2.33,40,Club Mate,0.05,0,Soft Drinks
20.34,2.26,9,Club Mate,0.0,0,Soft Drinks
3382.04,53.94,66,Tanqueray,0.05,1,Alcoholic Beverages
205.43,4.08,53,Riesling,0.05,0,Alcoholic Beverages
425.08,29.83,15,Moët & Chandon,0.05,0,Alcoholic Beverages
31.85,2.45,13,Rauch Multivitamin,0.0,0,Juices
5.76,0.96,6,Apollinaris,0.0,0,Water
128.33,1.47,97,Vio Wasser,0.1,0,Water
1.99,1.99,1,Fritz-Kola,0.0,0,Soft Drinks
14.6,1.46,10,Volvic Touch,0.0,0,Water
1.61,1.61,1,Vio Wasser,0.0,0,Water
8.37,0.93,9,Apollinaris,0.0,0,Water
19.08,1.59,12,Granini Apple,0.0,0,Juices
23.17,0.78,33,Apollinaris,0.1,0,Water
21.17,0.84,28,Coca-Cola,0.1,0,Soft Drinks
13.02,0.93,14,Apollinaris,0.0,0,Water
96.88,13.84,7,Bacardi,0.0,0,Alcoholic Beverages
42.6,0.76,59,Volvic,0.05,0,Water
11.36,1.42,8,Volvic Touch,0.0,0,Water
104.9,2.48,47,Mango Juice,0.1,0,Juices
99.0,2.0,55,Rauch Multivitamin,0.1,0,Juices
28.08,3.12,9,Mango Juice,0.0,0,Juices
4.76,2.38,2,Rauch Multivitamin,0.0,0,Juices
281.11,3.22,97,Mango Juice,0.1,0,Juices
1.16,0.58,2,Volvic,0.0,0,Water
24.88,3.11,8,Passion Fruit Juice,0.0,0,Juices
163.76,2.47,78,Monster,0.15,0,Soft Drinks
536.69,48.79,11,Jack Daniels,0.0,2,Alcoholic Beverages
14.4,1.8,8,Hohes C Orange,0.0,0,Juices
12.84,3.21,4,Mango Juice,0.0,0,Juices
50.3,5.03,10,Chardonnay,0.0,0,Alcoholic Beverages
141.22,2.13,78,Volvic Touch,0.15,0,Water
1099.17,26.55,46,Bacardi,0.1,2,Alcoholic Beverages
106.4,2.57,46,Passion Fruit Juice,0.1,0,Juices
4.64,1.16,4,Augustiner,0.0,0,Alcoholic Beverages
2.14,1.07,2,Coca-Cola,0.0,0,Soft Drinks
75.74,0.99,85,Mountain Dew,0.1,0,Soft Drinks
63.3,4.22,15,Merlot,0.0,0,Alcoholic Beverages
5.6,1.12,5,Augustiner,0.0,0,Alcoholic Beverages
26.52,2.21,12,Rockstar,0.0,0,Soft Drinks
2.94,0.49,6,Selters,0.0,0,Water
7.44,0.93,8,Apollinaris,0.0,0,Water
88.7,1.35,73,Pepsi,0.1,0,Soft Drinks
143.21,2.04,78,Vio Wasser,0.1,0,Water
100.8,2.24,50,Rauch Multivitamin,0.1,0,Juices
49.84,3.56,14,Cranberry Juice,0.0,0,Juices
8.05,1.61,5,Vio Wasser,0.0,0,Water
68.8,1.56,49,Mezzo Mix,0.1,0,Soft Drinks
24.6,1.64,15,Pepsi,0.0,0,Soft Drinks
950.97,12.03,93,Chardonnay,0.15,2,Alcoholic Beverages
41.4,1.0,46,Pepsi,0.1,0,Soft Drinks
7.15,0.55,13,Sprite,0.0,0,Soft Drinks
8.69,1.38,7,Mountain Dew,0.1,0,Soft Drinks
44.23,0.78,63,Mountain Dew,0.1,0,Soft Drinks
2.25,0.79,3,Vittel,0.05,0,Water
224.92,112.46,2,Veuve Clicquot,0.0,0,Alcoholic Beverages
1.35,0.71,2,Coca-Cola,0.05,0,Soft Drinks
22.7,2.27,10,Rockstar,0.0,0,Soft Drinks
1124.6,112.46,10,Veuve Clicquot,0.0,2,Alcoholic Beverages
3.31,3.31,1,Monster,0.0,0,Soft Drinks
18.72,3.12,6,Mango Juice,0.0,0,Juices
67.2,33.6,2,Tanqueray,0.0,0,Alcoholic Beverages
0.96,0.96,1,Mountain Dew,0.0,0,Soft Drinks
15.44,1.32,13,Hohes C Orange,0.1,0,Juices
6.33,0.37,18,Apollinaris,0.05,0,Water
1.12,0.56,2,Sprite,0.0,0,Soft Drinks
13.68,1.71,8,Vio Wasser,0.0,0,Water
58.66,4.19,14,Riesling,0.0,0,Alcoholic Beverages
24.15,8.05,3,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
1.41,1.41,1,Beck's,0.0,0,Alcoholic Beverages
39.16,3.56,11,Cranberry Juice,0.0,0,Juices
8.08,1.01,8,Gerolsteiner,0.0,0,Water
102.38,1.58,72,Kölsch,0.1,0,Alcoholic Beverages
121.03,1.64,82,Krombacher,0.1,0,Alcoholic Beverages
17.71,1.61,11,Vio Wasser,0.0,0,Water
7.15,0.55,13,Sprite,0.0,0,Soft Drinks
3.93,1.31,3,Evian,0.0,0,Water
25.84,3.23,8,Tomato Juice,0.0,0,Juices
6.27,0.66,10,Schwip Schwap,0.05,0,Soft Drinks
92.43,1.3,79,Coca-Cola,0.1,0,Soft Drinks
32.4,1.55,22,Erdinger Weißbier,0.05,0,Alcoholic Beverages
14.6,1.46,10,Volvic Touch,0.0,0,Water
36.59,36.59,1,Johnnie Walker,0.0,0,Alcoholic Beverages
35.78,0.56,71,Schwip Schwap,0.1,0,Soft Drinks
554.28,83.35,7,Moët & Chandon,0.05,2,Alcoholic Beverages
45.22,3.23,14,Tomato Juice,0.0,0,Juices
12.54,0.4,33,Vittel,0.05,0,Water
341.19,4.46,85,Mango Juice,0.1,0,Juices
10.18,0.67,16,Apollinaris,0.05,0,Water
14.28,1.19,12,Fanta,0.0,0,Soft Drinks
207.75,3.08,71,Cranberry Juice,0.05,0,Juices
37.24,0.7,56,Vittel,0.05,0,Water
21.97,1.69,13,Granini Apple,0.0,0,Juices
41.73,3.21,13,Mango Juice,0.0,0,Juices
277.18,3.54,87,Mango Juice,0.1,0,Juices
79.79,3.41,26,Cranberry Juice,0.1,0,Juices
22.82,0.65,39,Mezzo Mix,0.1,0,Soft Drinks
6.87,2.41,3,Mango Juice,0.05,0,Juices
11.6,1.16,10,Fanta,0.0,0,Soft Drinks
0.61,0.68,1,Gerolsteiner,0.1,0,Water
2.19,2.19,1,Club Mate,0.0,0,Soft Drinks
17.38,1.58,11,Pepsi,0.0,0,Soft Drinks
4.64,1.16,4,Augustiner,0.0,0,Alcoholic Beverages
217.4,2.44,99,Rockstar,0.1,0,Soft Drinks
22.54,1.61,14,Vio Wasser,0.0,0,Water
152.24,13.84,11,Bacardi,0.0,0,Alcoholic Beverages
6.63,2.21,3,Rockstar,0.0,0,Soft Drinks
39.67,2.32,18,Monster,0.05,0,Soft Drinks
50.3,5.03,10,Chardonnay,0.0,0,Alcoholic Beverages
9.63,1.07,9,Coca-Cola,0.0,0,Soft Drinks
3.32,1.66,2,Vio Wasser,0.0,0,Water
3.56,3.56,1,Cranberry Juice,0.0,0,Juices
5.94,0.99,6,Apollinaris,0.0,0,Water
25.41,2.31,11,Rauch Multivitamin,0.0,0,Juices
6.3,1.26,5,Evian,0.0,0,Water
8.45,1.69,5,Granini Apple,0.0,0,Juices
414.08,51.76,8,Jack Daniels,0.0,0,Alcoholic Beverages
13.35,0.89,15,San Pellegrino,0.0,0,Water
13.41,1.49,9,Pepsi,0.0,0,Soft Drinks
23.85,1.59,15,Krombacher,0.0,0,Alcoholic Beverages
831.73,11.27,82,Riesling,0.1,2,Alcoholic Beverages
4.28,1.07,4,Gerolsteiner,0.0,0,Water
211.18,2.47,95,Mango Juice,0.1,0,Juices
14.76,1.23,12,Evian,0.0,0,Water
70.47,2.61,30,Mango Juice,0.1,0,Juices
3.18,1.59,2,Granini Apple,0.0,0,Juices
34.9,1.67,22,Tomato Juice,0.05,0,Juices
28.44,4.74,6,Chardonnay,0.0,0,Alcoholic Beverages
51.38,3.67,14,Cranberry Juice,0.0,0,Juices
2.58,0.86,3,San Pellegrino,0.0,0,Water
3.21,3.21,1,Mango Juice,0.0,0,Juices
19.65,1.31,15,Evian,0.0,0,Water
12.09,0.93,13,Mountain Dew,0.0,0,Soft Drinks
22.35,1.49,15,Pepsi,0.0,0,Soft Drinks
42.7,8.54,5,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
8.96,2.24,4,Erdinger Weißbier,0.0,0,Alcoholic Beverages
6.1,1.07,6,Kölsch,0.05,0,Alcoholic Beverages
1.07,1.07,1,Coca-Cola,0.0,0,Soft Drinks
30.87,3.43,9,Tomato Juice,0.0,0,Juices
31.21,2.19,15,Monster,0.05,0,Soft Drinks
3.67,3.67,1,Cranberry Juice,0.0,0,Juices
4.65,0.93,5,Mountain Dew,0.0,0,Soft Drinks
54.43,1.26,48,Warsteiner,0.1,0,Alcoholic Beverages
24.01,3.43,7,Tomato Juice,0.0,0,Juices
16.2,1.08,15,Warsteiner,0.0,0,Alcoholic Beverages
27.9,1.86,15,Hohes C Orange,0.0,0,Juices
15.39,1.71,9,Vio Wasser,0.0,0,Water
6.37,0.91,7,San Pellegrino,0.0,0,Water
17.78,1.27,14,Schwip Schwap,0.0,0,Soft Drinks
8.26,0.59,14,Vittel,0.0,0,Water
1.64,1.64,1,Granini Apple,0.0,0,Juices
15.12,1.68,9,Pepsi,0.0,0,Soft Drinks
87.21,2.55,36,Hohes C Orange,0.05,0,Juices
19.04,2.38,8,Rauch Multivitamin,0.0,0,Juices
316.4,3.74,94,Cranberry Juice,0.1,0,Juices
6.3,0.63,10,Mezzo Mix,0.0,0,Soft Drinks
1012.14,112.46,9,Veuve Clicquot,0.0,2,Alcoholic Beverages
27.56,2.12,13,Fritz-Kola,0.0,0,Soft Drinks
19.09,2.87,7,Mango Juice,0.05,0,Juices
3.64,0.91,4,San Pellegrino,0.0,0,Water
52.04,0.83,66,San Pellegrino,0.05,0,Water
105.98,1.28,92,Vio Wasser,0.1,0,Water
24.96,3.12,8,Mango Juice,0.0,0,Juices
56.16,4.32,13,Riesling,0.0,0,Alcoholic Beverages
12.09,0.93,13,Kölsch,0.0,0,Alcoholic Beverages
235.2,33.6,7,Tanqueray,0.0,0,Alcoholic Beverages
5.32,1.33,4,Beck's,0.0,0,Alcoholic Beverages
16.76,0.98,18,Beck's,0.05,0,Alcoholic Beverages
5.45,1.09,5,Augustiner,0.0,0,Alcoholic Beverages
41.38,1.21,38,Schwip Schwap,0.1,0,Soft Drinks
9.83,1.15,9,Warsteiner,0.05,0,Alcoholic Beverages
9.12,2.28,4,Red Bull,0.0,0,Soft Drinks
0.93,0.93,1,Kölsch,0.0,0,Alcoholic Beverages
20.67,1.59,13,Granini Apple,0.0,0,Juices
48.15,3.21,15,Mango Juice,0.0,0,Juices
14.22,1.58,9,Pepsi,0.0,0,Soft Drinks
301.5,50.25,6,Jack Daniels,0.0,0,Alcoholic Beverages
4193.23,73.63,67,Veuve Clicquot,0.15,3,Alcoholic Beverages
150.49,2.17,73,Vio Wasser,0.05,0,Water
12.76,1.16,11,Fanta,0.0,0,Soft Drinks
182.37,2.43,79,Granini Apple,0.05,0,Juices
205.59,68.53,3,Moët & Chandon,0.0,0,Alcoholic Beverages
9.94,1.42,7,Volvic Touch,0.0,0,Water
833.11,31.32,28,Bacardi,0.05,2,Alcoholic Beverages
248.55,3.61,81,Tomato Juice,0.15,0,Juices
6.86,0.49,14,Selters,0.0,0,Water
24.4,4.88,5,Chardonnay,0.0,0,Alcoholic Beverages
23.17,3.31,7,Mango Juice,0.0,0,Juices
170.74,3.11,61,Rockstar,0.1,0,Soft Drinks
48.2,1.03,52,Apollinaris,0.1,0,Water
106.56,35.52,3,Johnnie Walker,0.0,0,Alcoholic Beverages
27.46,0.59,49,Mountain Dew,0.05,0,Soft Drinks
41.02,0.86,53,Selters,0.1,0,Water
18.48,2.31,8,Rauch Multivitamin,0.0,0,Juices
58.32,0.81,80,Pepsi,0.1,0,Soft Drinks
37.44,0.64,65,Fanta,0.1,0,Soft Drinks
25.71,0.82,33,Sprite,0.05,0,Soft Drinks
8.7,0.58,15,Volvic,0.0,0,Water
11.27,1.61,7,Vio Wasser,0.0,0,Water
13.02,0.93,14,Apollinaris,0.0,0,Water
16.53,0.6,29,Mezzo Mix,0.05,0,Soft Drinks
340.81,4.05,99,Cranberry Juice,0.15,0,Juices
19.8,1.8,11,Hohes C Orange,0.0,0,Juices
70.23,1.02,81,Coca-Cola,0.15,0,Soft Drinks
46.62,3.33,14,Tomato Juice,0.0,0,Juices
56.16,4.32,13,Riesling,0.0,0,Alcoholic Beverages
215.46,3.42,70,Cranberry Juice,0.1,0,Juices
0.56,0.56,1,Vittel,0.0,0,Water
3.6,1.8,2,Hohes C Orange,0.0,0,Juices
17.3,3.46,5,Cranberry Juice,0.0,0,Juices
21.58,1.66,13,Vio Wasser,0.0,0,Water
16.56,1.38,12,Volvic Touch,0.0,0,Water
1.1,0.55,2,Volvic,0.0,0,Water
51.76,51.76,1,Jack Daniels,0.0,0,Alcoholic Beverages
144.37,2.15,79,Hohes C Orange,0.15,0,Juices
634.27,48.79,13,Jack Daniels,0.0,2,Alcoholic Beverages
19.86,3.31,6,Mango Juice,0.0,0,Juices
207.04,51.76,4,Jack Daniels,0.0,0,Alcoholic Beverages
33.49,0.75,47,Sprite,0.05,0,Soft Drinks
103.97,4.56,24,Rotkäppchen Sekt,0.05,0,Alcoholic Beverages
28.43,0.73,41,Vittel,0.05,0,Water
177.84,2.6,76,Rockstar,0.1,0,Soft Drinks
80.03,3.51,24,Mango Juice,0.05,0,Juices
16.11,0.53,32,Selters,0.05,0,Water
194.88,3.67,59,Mango Juice,0.1,0,Juices
7.56,0.84,10,Vittel,0.1,0,Water
7.92,0.99,8,Kölsch,0.0,0,Alcoholic Beverages
13.02,0.93,14,Kölsch,0.0,0,Alcoholic Beverages
59.99,8.57,7,Sauvignon Blanc,0.0,0,Alcoholic Beverages
149.76,2.08,80,Granini Apple,0.1,0,Juices
7.68,0.96,8,Mountain Dew,0.0,0,Soft Drinks
17.52,1.46,12,Volvic Touch,0.0,0,Water
0.47,0.47,1,Selters,0.0,0,Water
79.47,8.83,9,Sauvignon Blanc,0.0,0,Alcoholic Beverages
11.27,1.61,7,Vio Wasser,0.0,0,Water
24.98,2.63,10,Mango Juice,0.05,0,Juices
6.02,0.86,7,San Pellegrino,0.0,0,Water
8.05,1.61,5,Vio Wasser,0.0,0,Water
355.2,35.52,10,Johnnie Walker,0.0,0,Alcoholic Beverages
3.43,3.43,1,Tomato Juice,0.0,0,Juices
12.78,1.42,9,Volvic Touch,0.0,0,Water
7.63,1.09,7,Augustiner,0.0,0,Alcoholic Beverages
3.56,0.89,4,San Pellegrino,0.0,0,Water
8.4,1.2,7,Schwip Schwap,0.0,0,Soft Drinks
7.74,0.86,9,San Pellegrino,0.0,0,Water
2.32,0.58,4,Vittel,0.0,0,Water
392.15,35.65,11,Tanqueray,0.0,0,Alcoholic Beverages
